cve_ent,case_rate,case_rate_last_60_days,death_rate,death_rate_last_60_days,pct_disability,pct_limitation,pct_mental_problem,pct_no_problems,pct_no_med_insurance,pct_med_insurance,pct_pop_obesity,pct_pop_hypertension,pct_pop_diabetes,average_years_finish,average_household_size,pct_household_tics,pct_household_no_tics,population/sqkm
9008,10290.560357662953,1377.9487409595058,286.76671548091554,3.671266627778435,5.653342688264592,13.619991270543796,1.5713021166891703,80.8123289291731,27.779250816856827,73.00150521931738,34.091048511518025,18.381435897880174,10.866992452754127,10.84,3.62,99.54765086871596,0.4523491312840547,3886.609672773559
9009,11982.406669967211,2532.090607084688,218.8403613377245,7.175093814351622,5.542759971586628,14.249736315302322,1.4931370227665726,89.04721929239224,33.02623931807908,76.4721498733596,36.19569521176529,16.61901052837334,11.494849449637517,9.95,3.9,98.98976982097186,1.010230179028133,469.69141194425634
9010,15361.52431978844,3773.210312665032,384.097668280971,7.411946734574217,5.052697617720906,11.567269372644889,1.5033016252016778,82.83326958176767,24.795608950984533,75.37089513816001,35.40349377792871,17.18840484686893,11.778893366571465,11.28,3.45,99.65580750749928,0.3441924925007066,7923.136073393833
9011,11482.435226658956,1969.5242044158808,268.6954766412248,5.18295843267337,5.709710681804543,12.78117549497253,1.6378148647247848,87.6656500793811,29.186330083527466,77.76210766368601,34.28437729125814,17.044243995564546,10.93218499191762,10.53,3.67,99.39402440735026,0.6059755926497404,4293.416546997908
9012,11552.634433346915,1758.634134329277,268.82272065009954,6.009668236997864,5.201734302306833,12.62206222498439,1.754823125203376,83.7966152375871,29.47229249788196,72.9756945564132,36.12445259808664,20.32783197396809,10.145234711258125,11.5,3.44,99.6065599699483,0.3934400300517008,2180.6877768466425
9013,10385.59058508348,1620.102377649141,294.6945414533799,3.8272018370568817,5.529110653973114,13.895373869779457,1.6904272114050614,85.46883222503948,32.87590298043343,72.80605654690714,37.54544318423032,18.147143427835985,10.687399870185487,10.84,3.74,99.4099715659235,0.5900284340764902,3683.208428447815
9014,6460.798509596319,1152.8493825338708,290.7486142750422,5.764246912669353,4.200060870447398,11.61057670137512,1.6820072491169171,83.3459378199157,20.105001521761185,79.88116428564841,33.97012992797942,23.065657244989623,14.10888405357832,14.55,2.46,99.89150994302852,0.1084900569714801,16336.180396349626
9015,7606.734158941025,1333.1972307995177,421.43177435172055,7.291207168714889,5.30872793954131,12.57587412459944,1.6530989453268832,80.61122189695337,28.034691563708748,71.27902356153596,37.11080466380139,19.862280165057964,14.87604996300071,12.41,2.75,99.67831584090888,0.3216841590911404,16966.192865738598
9016,7492.676964575475,1245.1794407097548,330.5902682654416,3.161022485406613,4.680684045265842,12.21761532463701,1.429835837565591,89.82519545655701,20.996828440772973,86.40971066107517,44.040562438096025,21.30080295678821,13.34649474532955,13.11,2.81,99.71450375437784,0.2854962456221637,8225.094744214355
9017,8845.858214209047,1687.7831918768509,444.797348296867,7.84800718323481,5.88000397016834,13.04177217235147,1.6432342099249593,82.56911439855412,28.8903610314128,73.335472299997,35.69732406464273,20.85452883497761,12.714817604106557,11.46,3.26,99.69506805727416,0.3049319427258264,12868.483394254286
10001,1919.479697257475,94.9667616334283,100.72232294454516,2.8777806555584333,6.267806267806268,10.843477510144178,1.1712567268122824,72.90281734726179,24.133068577513026,66.31557742668853,40.94245811189536,25.44299547423136,10.923545344113055,9.23,3.56,98.69385884509624,1.306141154903758,10.057566563146812
10002,145.34883720930233,62.29235880398671,0.0,0.0,5.004152823920266,9.26079734219269,0.3114617940199335,75.31146179401993,16.13372093023256,73.46345514950167,35.24671877205724,16.66005027316979,10.097657855281,6.44,3.7,83.17515099223468,16.824849007765316,5.451136954153413
10003,215.10002151000216,21.51000215100021,64.53000645300065,0.0,7.550010755001075,11.91654119165412,0.5807700580770058,67.86405678640568,14.067541406754142,73.54269735426973,37.94847457964023,21.28690309138924,10.024306806458997,7.81,3.86,96.59413434247872,3.405865657521287,4.371340042125742
